id	name	desc	url	type	P12078	P852
nier-replicant-ver122474487139	NieR Replicant ver.1.22474487139...	2021 video game	https://www.metacritic.com/game/nier-replicant-ver122474487139/	Q7889	1300514671	Q14864331
nier-automata	NieR: Automata	2017 video game	https://www.metacritic.com/game/nier-automata/	Q7889	1300440591	Q14864331
nier-automata-3c3c1d119440927	NieR: Automata - 3C3C1D119440927	2017 video game	https://www.metacritic.com/game/nier-automata-3c3c1d119440927/	Q7889	1300467009	Q14864331
nier-automata-become-as-gods-edition	NieR: Automata - Become as Gods Edition	2018 video game	https://www.metacritic.com/game/nier-automata-become-as-gods-edition/	Q7889	1300486951	Q14864331
nier-automata-game-of-the-yorha-edition	NieR: Automata - Game of the YoRHa Edition	2019 video game	https://www.metacritic.com/game/nier-automata-game-of-the-yorha-edition/	Q7889	1300493854	Q14864331
nier-automata-the-end-of-yorha-edition	NieR: Automata - The End of YoRHa Edition	2022 video game	https://www.metacritic.com/game/nier-automata-the-end-of-yorha-edition/	Q7889	1300572882	Q14864331
night-at-the-museum-battle-of-the-smithsonian-the	Night at the Museum: Battle of the Smithsonian The Video Game	2009 video game	https://www.metacritic.com/game/night-at-the-museum-battle-of-the-smithsonian-the/	Q7889	1300043222	
night-call	Night Call	2019 video game	https://www.metacritic.com/game/night-call/	Q7889	1300487028	
night-in-the-woods	Night in the Woods	2017 video game	https://www.metacritic.com/game/night-in-the-woods/	Q7889	1300288294	
night-trap-25th-anniversary-edition	Night Trap: 25th Anniversary Edition	2017 video game	https://www.metacritic.com/game/night-trap-25th-anniversary-edition/	Q7889	1300470513	Q14864330
night-watch	Night Watch	2006 video game	https://www.metacritic.com/game/night-watch/	Q7889	1300024281	Q14864330
nightcaster-ii-equinox	Nightcaster II: Equinox	2002 video game	https://www.metacritic.com/game/nightcaster-ii-equinox/	Q7889	1300005040	Q14864330
nightcaster-defeat-the-darkness	NightCaster: Defeat the Darkness	2002 video game	https://www.metacritic.com/game/nightcaster-defeat-the-darkness/	Q7889	1300003433	Q14864330
nightcry	NightCry	2016 video game	https://www.metacritic.com/game/nightcry/	Q7889	1300393060	Q14864331
nightmare-reaper	Nightmare Reaper	2022 video game	https://www.metacritic.com/game/nightmare-reaper/	Q7889	1300499441	
nightmares-from-the-deep-2-the-sirens-call	Nightmares from the Deep 2: The Siren's Call	2016 video game	https://www.metacritic.com/game/nightmares-from-the-deep-2-the-sirens-call/	Q7889	1300237198	
nights-into-dreams-2012	NiGHTS into Dreams... (2012)	2012 video game	https://www.metacritic.com/game/nights-into-dreams-2012/	Q7889	1300148146	Q14864328
nights-of-azure	Nights of Azure	2016 video game	https://www.metacritic.com/game/nights-of-azure/	Q7889	1300430845	Q14864330
nights-of-azure-2-bride-of-the-new-moon	Nights of Azure 2: Bride of the New Moon	2017 video game	https://www.metacritic.com/game/nights-of-azure-2-bride-of-the-new-moon/	Q7889	1300459930	Q14864330
nights-journey-of-dreams	NiGHTS: Journey of Dreams	2007 video game	https://www.metacritic.com/game/nights-journey-of-dreams/	Q7889	1300030626	Q14864328
nightshade-2003	Nightshade (2003)	2004 video game	https://www.metacritic.com/game/nightshade-2003/	Q7889	1300018349	Q14864331
nightsky	NightSky	2012 video game	https://www.metacritic.com/game/nightsky/	Q7889	1300095886	Q14864328
nike-kinect-training	Nike+ Kinect Training	2012 video game	https://www.metacritic.com/game/nike-kinect-training/	Q7889	1300145166	Q14864328
nikolis-pencil-puzzle	Nikoli's Pencil Puzzle	2011 video game	https://www.metacritic.com/game/nikolis-pencil-puzzle/	Q7889	1300096503	Q14864328
nikopol-secrets-of-the-immortals	Nikopol: Secrets of the Immortals	2008 video game	https://www.metacritic.com/game/nikopol-secrets-of-the-immortals/	Q7889	1300035489	Q14864330
nin2-jump	Nin2-Jump	2011 video game	https://www.metacritic.com/game/nin2-jump/	Q7889	1300103899	Q14864330
nine-hours-nine-persons-nine-doors	Nine Hours, Nine Persons, Nine Doors	2010 video game	https://www.metacritic.com/game/nine-hours-nine-persons-nine-doors/	Q7889	1300044590	Q14864331
nine-parchments	Nine Parchments	2017 video game	https://www.metacritic.com/game/nine-parchments/	Q7889	1300459608	
ninety-nine-nights	Ninety-Nine Nights	2006 video game	https://www.metacritic.com/game/ninety-nine-nights/	Q7889	1300024594	Q14864331
ninja-assault	Ninja Assault	2002 video game	https://www.metacritic.com/game/ninja-assault/	Q7889	1300004572	Q14864330
ninja-blade	Ninja Blade	2009 video game	https://www.metacritic.com/game/ninja-blade/	Q7889	1300039595	Q14864331
ninja-five-0	Ninja Five-0	2003 video game	https://www.metacritic.com/game/ninja-five-0/	Q7889	1300018142	Q14864328
ninja-gaiden-2004	Ninja Gaiden (2004)	2004 video game	https://www.metacritic.com/game/ninja-gaiden-2004/	Q7889	1300004699	Q14864331
ninja-gaiden-3	Ninja Gaiden 3	2012 video game	https://www.metacritic.com/game/ninja-gaiden-3/	Q7889	1300084051	Q14864331
ninja-gaiden-3-razor-s-edge	Ninja Gaiden 3: Razor's Edge	2012 video game	https://www.metacritic.com/game/ninja-gaiden-3-razor-s-edge/	Q7889	1300108782	Q14864331
ninja-gaiden-black	Ninja Gaiden Black	2005 video game	https://www.metacritic.com/game/ninja-gaiden-black/	Q7889	1300024686	Q14864331
ninja-gaiden-ii	Ninja Gaiden II	2008 video game	https://www.metacritic.com/game/ninja-gaiden-ii/	Q7889	1300033479	Q14864331
ninja-gaiden-sigma	Ninja Gaiden Sigma	2012 video game	https://www.metacritic.com/game/ninja-gaiden-sigma/	Q7889	1300028673	Q14864331
ninja-gaiden-sigma-2	Ninja Gaiden Sigma 2	2009 video game	https://www.metacritic.com/game/ninja-gaiden-sigma-2/	Q7889	1300043105	Q14864331
ninja-gaiden-dragon-sword	Ninja Gaiden: Dragon Sword	2008 video game	https://www.metacritic.com/game/ninja-gaiden-dragon-sword/	Q7889	1300030619	Q14864330
ninja-gaiden-master-collection	Ninja Gaiden: Master Collection	2021 video game	https://www.metacritic.com/game/ninja-gaiden-master-collection/	Q7889	1300532147	Q14864331
ninja-reflex	Ninja Reflex	2008 video game	https://www.metacritic.com/game/ninja-reflex/	Q7889	1300033947	
ninja-shodown	Ninja Shodown	2017 video game	https://www.metacritic.com/game/ninja-shodown/	Q7889	1300475636	Q14864330
ninja-usagimaru-the-mysterious-karakuri-castle	Ninja Usagimaru: The Mysterious Karakuri Castle	2016 video game	https://www.metacritic.com/game/ninja-usagimaru-the-mysterious-karakuri-castle/	Q7889	1300451147	Q14864328
ninjala	Ninjala	2020 video game	https://www.metacritic.com/game/ninjala/	Q7889	1300487045	
ninjamurai	Ninjamurai	2011 video game	https://www.metacritic.com/game/ninjamurai/	Q7889	1300109449	Q14864330
ninjatown	Ninjatown	2008 video game	https://www.metacritic.com/game/ninjatown/	Q7889	1300033242	Q14864328
ninjin-clash-of-carrots	Ninjin: Clash of Carrots	2018 video game	https://www.metacritic.com/game/ninjin-clash-of-carrots/	Q7889	1300398911	
nintendo-labo-toycon-01-variety-kit	Nintendo Labo: Toycon 01 Variety Kit	2018 video game	https://www.metacritic.com/game/nintendo-labo-toycon-01-variety-kit/	Q7889	1300480692	Q14864328
nintendo-labo-toycon-02-robot-kit	Nintendo Labo: Toycon 02 Robot Kit	2018 video game	https://www.metacritic.com/game/nintendo-labo-toycon-02-robot-kit/	Q7889	1300480693	
nintendo-labo-toycon-03-vehicle-kit	Nintendo Labo: Toycon 03 Vehicle Kit	2018 video game	https://www.metacritic.com/game/nintendo-labo-toycon-03-vehicle-kit/	Q7889	1300488928	Q14864328
nintendo-labo-toycon-04-vr-kit	Nintendo Labo: Toycon 04 VR Kit	2019 video game	https://www.metacritic.com/game/nintendo-labo-toycon-04-vr-kit/	Q7889	1300498197	
nintendo-land	Nintendo Land	2012 video game	https://www.metacritic.com/game/nintendo-land/	Q7889	1300145292	
pocket-soccer-league-calciobit	Nintendo Pocket Football Club	2012 video game	https://www.metacritic.com/game/pocket-soccer-league-calciobit/	Q7889	1300118006	
nintendo-switch-sports	Nintendo Switch Sports	2022 video game	https://www.metacritic.com/game/nintendo-switch-sports/	Q7889	1300563819	
nintendogs-cats-french-bulldog-and-new-friend	Nintendogs + Cats: French Bulldog & New Friends	2011 video game	https://www.metacritic.com/game/nintendogs-cats-french-bulldog-and-new-friend/	Q7889	1300096046	Q14864328
nintendogs-cats-golden-retriever-and-new-frie	Nintendogs + Cats: Golden Retriever & New Friends	2011 video game	https://www.metacritic.com/game/nintendogs-cats-golden-retriever-and-new-frie/	Q7889	1300079147	Q14864328
nintendogs-cats-toy-poodle-and-new-friends	Nintendogs + Cats: Toy Poodle & New Friends	2011 video game	https://www.metacritic.com/game/nintendogs-cats-toy-poodle-and-new-friends/	Q7889	1300096045	Q14864328
nintendogs-chihuahua-and-friends	Nintendogs: Chihuahua & Friends	2005 video game	https://www.metacritic.com/game/nintendogs-chihuahua-and-friends/	Q7889	1300023815	Q14864328
nintendogs-dachshund-and-friends	Nintendogs: Dachshund & Friends	2005 video game	https://www.metacritic.com/game/nintendogs-dachshund-and-friends/	Q7889	1300023816	Q14864328
nintendogs-dalmatian-and-friends	Nintendogs: Dalmatian & Friends	2006 video game	https://www.metacritic.com/game/nintendogs-dalmatian-and-friends/	Q7889	1300027288	Q14864328
nintendogs-lab-and-friends	Nintendogs: Lab & Friends	2005 video game	https://www.metacritic.com/game/nintendogs-lab-and-friends/	Q7889	1300024926	Q14864328
nioh	Nioh	2017 video game	https://www.metacritic.com/game/nioh/	Q7889	1300024611	Q14864331
nioh-2	Nioh 2	2020 video game	https://www.metacritic.com/game/nioh-2/	Q7889	1300487035	Q14864331
nioh-2-darkness-in-the-capital	Nioh 2: Darkness in the Capital	2020 video game	https://www.metacritic.com/game/nioh-2-darkness-in-the-capital/	Q7889	1300524220	
nioh-2-the-complete-edition	Nioh 2: The Complete Edition	2021 video game	https://www.metacritic.com/game/nioh-2-the-complete-edition/	Q7889	1300527024	Q14864331
nioh-2-the-first-samurai	Nioh 2: The First Samurai	2020 video game	https://www.metacritic.com/game/nioh-2-the-first-samurai/	Q7889	1300527022	
nioh-2-the-tengus-disciple	Nioh 2: The Tengu's Disciple	2020 video game	https://www.metacritic.com/game/nioh-2-the-tengus-disciple/	Q7889	1300517034	Q14864331
nioh-bloodsheds-end	Nioh: Bloodshed's End	2017 video game	https://www.metacritic.com/game/nioh-bloodsheds-end/	Q7889	1300475841	Q14864331
nioh-complete-edition	Nioh: Complete Edition	2017 video game	https://www.metacritic.com/game/nioh-complete-edition/	Q7889	1300475739	Q14864331
nioh-defiant-honor	Nioh: Defiant Honor	2017 video game	https://www.metacritic.com/game/nioh-defiant-honor/	Q7889	1300470275	Q14864331
nioh-dragon-of-the-north	Nioh: Dragon of the North	2017 video game	https://www.metacritic.com/game/nioh-dragon-of-the-north/	Q7889	1300467358	Q14864331
nippon-marathon	Nippon Marathon	2018 video game	https://www.metacritic.com/game/nippon-marathon/	Q7889	1300482007	
nitrobike	Nitrobike	2008 video game	https://www.metacritic.com/game/nitrobike/	Q7889	1300032589	
nitroplus-blasterz-heroines-infinite-duel	Nitroplus Blasterz: Heroines Infinite Duel	2016 video game	https://www.metacritic.com/game/nitroplus-blasterz-heroines-infinite-duel/	Q7889	1300422879	Q14864330
no-escape-2000	No Escape (2000)	2000 video game	https://www.metacritic.com/game/no-escape-2000/	Q7889	1300479252	Q14864330
no-gravity	No Gravity: The Plague Of Mind	2009 video game	https://www.metacritic.com/game/no-gravity/	Q7889	1300042896	
no-heroes-allowed	No Heroes Allowed!	2010 video game	https://www.metacritic.com/game/no-heroes-allowed/	Q7889	1300057478	
no-longer-home	No Longer Home	2021 video game	https://www.metacritic.com/game/no-longer-home/	Q7889	1300514608	
no-mans-land	No Man's Land	2003 video game	https://www.metacritic.com/game/no-mans-land/	Q7889	1300003806	Q14864330
no-mans-sky	No Man's Sky	2016 video game	https://www.metacritic.com/game/no-mans-sky/	Q7889	1300223342	Q14864330
no-mans-sky-beyond	No Man's Sky Beyond	2019 video game	https://www.metacritic.com/game/no-mans-sky-beyond/	Q7889	1300505290	Q14864330
no-more-heroes	No More Heroes	2008 video game	https://www.metacritic.com/game/no-more-heroes/	Q7889	1300027036	Q14864331
no-more-heroes-2-desperate-struggle	No More Heroes 2: Desperate Struggle	2010 video game	https://www.metacritic.com/game/no-more-heroes-2-desperate-struggle/	Q7889	1300040823	Q14864331
no-more-heroes-iii	No More Heroes III	2021 video game	https://www.metacritic.com/game/no-more-heroes-iii/	Q7889	1300502070	Q14864331
no-more-heroes-heroes-paradise	No More Heroes: Heroes Paradise	2011 video game	https://www.metacritic.com/game/no-more-heroes-heroes-paradise/	Q7889	1300061474	Q14864331
no-one-lives-forever-2-a-spy-in-h-a-r-m-s-way	No One Lives Forever 2: A Spy in H.A.R.M.'s Way	2002 video game	https://www.metacritic.com/game/no-one-lives-forever-2-a-spy-in-h-a-r-m-s-way/	Q7889	1300003926	Q14864331
no-place-for-bravery	No Place for Bravery	2022 video game	https://www.metacritic.com/game/no-place-for-bravery/	Q7889	1300518616	Q14864331
no-place-like-home	No Place Like Home	2022 video game	https://www.metacritic.com/game/no-place-like-home/	Q7889	1300527174	
no-straight-roads	No Straight Roads	2020 video game	https://www.metacritic.com/game/no-straight-roads/	Q7889	1300496391	
no-time-to-explain	No Time to Explain	2015 video game	https://www.metacritic.com/game/no-time-to-explain/	Q7889	1300117043	Q14864330
nobody-saves-the-world	Nobody Saves the World	2022 video game	https://www.metacritic.com/game/nobody-saves-the-world/	Q7889	1300534021	Q14864330
nobunagas-ambition-awakening	Nobunaga's Ambition: Awakening	2023 video game	https://www.metacritic.com/game/nobunagas-ambition-awakening/	Q7889	1300544237	Q14864330
nobunagas-ambition-iron-triangle	Nobunaga's Ambition: Iron Triangle	2009 video game	https://www.metacritic.com/game/nobunagas-ambition-iron-triangle/	Q7889	1300040974	
nobunagas-ambition-rise-to-power	Nobunaga's Ambition: Rise to Power	2008 video game	https://www.metacritic.com/game/nobunagas-ambition-rise-to-power/	Q7889	1300020593	Q14864330
nobunagas-ambition-sphere-of-influence	Nobunaga's Ambition: Sphere of Influence	2015 video game	https://www.metacritic.com/game/nobunagas-ambition-sphere-of-influence/	Q7889	1300195361	Q14864330
nobunagas-ambition-sphere-of-influence-ascension	Nobunaga's Ambition: Sphere of Influence - Ascension	2016 video game	https://www.metacritic.com/game/nobunagas-ambition-sphere-of-influence-ascension/	Q7889	1300453791	Q14864330
nobunagas-ambition-taishi	Nobunaga's Ambition: Taishi	2018 video game	https://www.metacritic.com/game/nobunagas-ambition-taishi/	Q7889	1300467234	Q14864330
noby-noby-boy	Noby Noby Boy	2009 video game	https://www.metacritic.com/game/noby-noby-boy/	Q7889	1300032668	Q14864328
nocturnal	Nocturnal	2023 video game	https://www.metacritic.com/game/nocturnal/	Q7889	1300586936	
noita	Noita	2020 video game	https://www.metacritic.com/game/noita/	Q7889	1300487002	
noitu-love-2-devolution	Noitu Love 2: Devolution	2016 video game	https://www.metacritic.com/game/noitu-love-2-devolution/	Q7889	1300035187	
nom-nom-galaxy	Nom Nom Galaxy	2015 video game	https://www.metacritic.com/game/nom-nom-galaxy/	Q7889	1300254884	Q14864328
norco	NORCO	2022 video game	https://www.metacritic.com/game/norco/	Q7889	1300511558	
norn9-last-era	Norn9: Last Era	2023 video game	https://www.metacritic.com/game/norn9-last-era/	Q7889	1300261692	Q14864330
norn9-var-commons	Norn9: Var Commons	2015 video game	https://www.metacritic.com/game/norn9-var-commons/	Q7889	1300304512	Q14864330
northgard	Northgard	2017 video game	https://www.metacritic.com/game/northgard/	Q7889	1300459439	
northland	Northland	2004 video game	https://www.metacritic.com/game/northland/	Q7889	1300018271	Q14864330
nosferatu-the-wrath-of-malachi	Nosferatu: The Wrath of Malachi	2003 video game	https://www.metacritic.com/game/nosferatu-the-wrath-of-malachi/	Q7889	1300019599	Q14864331
nostalgia-2009	Nostalgia (2009)	2009 video game	https://www.metacritic.com/game/nostalgia-2009/	Q7889	1300038095	
nostradamus-the-last-prophecy	Nostradamus: The Last Prophecy	2007 video game	https://www.metacritic.com/game/nostradamus-the-last-prophecy/	Q7889	1300031208	
not-a-hero	Not a Hero	2015 video game	https://www.metacritic.com/game/not-a-hero/	Q7889	1300287021	
not-for-broadcast	Not For Broadcast	2022 video game	https://www.metacritic.com/game/not-for-broadcast/	Q7889	1300506094	
not-tonight	Not Tonight	2018 video game	https://www.metacritic.com/game/not-tonight/	Q7889	1300483785	
not-tonight-2	Not Tonight 2	2022 video game	https://www.metacritic.com/game/not-tonight-2/	Q7889	1300541416	
not-tonight-take-back-control-edition	Not Tonight: Take Back Control Edition	2020 video game	https://www.metacritic.com/game/not-tonight-take-back-control-edition/	Q7889	1300504429	Q14864330
novadrome	Novadrome	2006 video game	https://www.metacritic.com/game/novadrome/	Q7889	1300026341	
novastrike	Novastrike	2008 video game	https://www.metacritic.com/game/novastrike/	Q7889	1300034638	
nowhere-prophet	Nowhere Prophet	2019 video game	https://www.metacritic.com/game/nowhere-prophet/	Q7889	1300470146	
nppl-championship-paintball-2009	NPPL Championship Paintball 2009	2008 video game	https://www.metacritic.com/game/nppl-championship-paintball-2009/	Q7889	1300040586	
nuclear-blaze	Nuclear Blaze	2023 video game	https://www.metacritic.com/game/nuclear-blaze/	Q7889	1300538430	
nuclear-dawn	Nuclear Dawn	2011 video game	https://www.metacritic.com/game/nuclear-dawn/	Q7889	1300071298	Q14864331
nuclear-throne	Nuclear Throne	2015 video game	https://www.metacritic.com/game/nuclear-throne/	Q7889	1300200415	
nucleus-2007	Nucleus (2007)	2007 video game	https://www.metacritic.com/game/nucleus-2007/	Q7889	1300031325	Q14864328
nuts-2021	NUTS	2021 video game	https://www.metacritic.com/game/nuts-2021/	Q7889	1300518210	Q14864328
nyxquest-kindred-spirits	NyxQuest: Kindred Spirits	2009 video game	https://www.metacritic.com/game/nyxquest-kindred-spirits/	Q7889	1300043858	Q14864328
orb-off-world-resource-base	O.R.B.: Off-World Resource Base	2002 video game	https://www.metacritic.com/game/orb-off-world-resource-base/	Q7889	1300002543	Q14864330
obduction	Obduction	2016 video game	https://www.metacritic.com/game/obduction/	Q7889	1300449820	
obliteracers	Obliteracers	2016 video game	https://www.metacritic.com/game/obliteracers/	Q7889	1300440551	Q14864328
oblitus	Oblitus	2015 video game	https://www.metacritic.com/game/oblitus/	Q7889	1300394396	
obscure-2005	Obscure	2005 video game	https://www.metacritic.com/game/obscure-2005/	Q7889	1300020361	Q14864331
obscure-the-aftermath-2008	Obscure: The Aftermath	2009 video game	https://www.metacritic.com/game/obscure-the-aftermath-2008/	Q7889	1300030760	Q14864331
obscuritas	Obscuritas	2016 video game	https://www.metacritic.com/game/obscuritas/	Q7889	1300454616	
observation	Observation	2019 video game	https://www.metacritic.com/game/observation/	Q7889	1300491952	Q14864331
observer	Observer	2017 video game	https://www.metacritic.com/game/observer/	Q7889	1300457820	Q14864331
observer-system-redux	Observer: System Redux	2020 video game	https://www.metacritic.com/game/observer-system-redux/	Q7889	1300517363	Q14864331
obsidian	Obsidian	1997 video game	https://www.metacritic.com/game/obsidian/	Q7889	1300001581	
oceans-heart	Ocean's Heart	2021 video game	https://www.metacritic.com/game/oceans-heart/	Q7889	1300524077	
oceanhorn-2-knights-of-the-lost-realm	Oceanhorn 2: Knights of the Lost Realm	2020 video game	https://www.metacritic.com/game/oceanhorn-2-knights-of-the-lost-realm/	Q7889	1300459804	Q14864330
octahedron	Octahedron	2019 video game	https://www.metacritic.com/game/octahedron/	Q7889	1300474904	
octodad-dadliest-catch	Octodad: Dadliest Catch	2014 video game	https://www.metacritic.com/game/octodad-dadliest-catch/	Q7889	1300153349	
octomania	Octomania	2008 video game	https://www.metacritic.com/game/octomania/	Q7889	1300028605	Q14864328
octopath-traveler	Octopath Traveler	2018 video game	https://www.metacritic.com/game/octopath-traveler/	Q7889	1300464022	Q14864330
octopath-traveler-ii	Octopath Traveler II	2023 video game	https://www.metacritic.com/game/octopath-traveler-ii/	Q7889	1300578363	Q14864330
odama	Odama	2006 video game	https://www.metacritic.com/game/odama/	Q7889	1300021026	
oddballers	OddBallers	2023 video game	https://www.metacritic.com/game/oddballers/	Q7889	1300501144	
oddworld-abes-exoddus	Oddworld: Abe's Exoddus	1998 video game	https://www.metacritic.com/game/oddworld-abes-exoddus/	Q7889	1300001582	Q14864330
oddworld-abes-oddysee	Oddworld: Abe's Oddysee	1997 video game	https://www.metacritic.com/game/oddworld-abes-oddysee/	Q7889	1300000071	Q14864330
oddworld-abes-oddysee-new-n-tasty	Oddworld: Abe's Oddysee - New 'n' Tasty	2014 video game	https://www.metacritic.com/game/oddworld-abes-oddysee-new-n-tasty/	Q7889	1300156064	Q14864330
oddworld-munchs-oddysee	Oddworld: Munch's Oddysee	2001 video game	https://www.metacritic.com/game/oddworld-munchs-oddysee/	Q7889	1300001583	Q14864330
oddworld-munch-s-oddysee-hd	Oddworld: Munch's Oddysee HD	2020 video game	https://www.metacritic.com/game/oddworld-munch-s-oddysee-hd/	Q7889	1300107661	Q14864330
oddworld-soulstorm	Oddworld: Soulstorm	2021 video game	https://www.metacritic.com/game/oddworld-soulstorm/	Q7889	1300455732	Q14864330
oddworld-soulstorm-oddtimized-edition	Oddworld: Soulstorm - Oddtimized Edition	2022 video game	https://www.metacritic.com/game/oddworld-soulstorm-oddtimized-edition/	Q7889	1300573483	Q14864330
oddworld-strangers-wrath	Oddworld: Stranger's Wrath	2005 video game	https://www.metacritic.com/game/oddworld-strangers-wrath/	Q7889	1300018629	Q14864330
oddworld-strangers-wrath-hd	Oddworld: Stranger's Wrath HD	2020 video game	https://www.metacritic.com/game/oddworld-strangers-wrath-hd/	Q7889	1300095517	Q14864330
ode	Ode	2017 video game	https://www.metacritic.com/game/ode/	Q7889	1300479113	
odin-sphere	Odin Sphere	2007 video game	https://www.metacritic.com/game/odin-sphere/	Q7889	1300029202	Q14864330
odin-sphere-leifdrasir	Odin Sphere Leifthrasir	2016 video game	https://www.metacritic.com/game/odin-sphere-leifdrasir/	Q7889	1300450366	Q14864330
odyssey-the-search-for-ulysses	Odyssey: The Search for Ulysses	2001 video game	https://www.metacritic.com/game/odyssey-the-search-for-ulysses/	Q7889	1300003081	Q14864328
of-bird-and-cage	Of Bird and Cage	2021 video game	https://www.metacritic.com/game/of-bird-and-cage/	Q7889	1300500040	
of-light-and-darkness-the-prophecy	Of Light and Darkness: The Prophecy	1998 video game	https://www.metacritic.com/game/of-light-and-darkness-the-prophecy/	Q7889	1300001585	Q14864330
of-orcs-and-men	Of Orcs and Men	2012 video game	https://www.metacritic.com/game/of-orcs-and-men/	Q7889	1300105061	Q14864331
off-road-drive	Off-Road Drive	2011 video game	https://www.metacritic.com/game/off-road-drive/	Q7889	1300035377	
off-road-redneck-racing	Off-Road Redneck Racing	2001 video game	https://www.metacritic.com/game/off-road-redneck-racing/	Q7889	1300003310	Q14864328
officers	Officers	2009 video game	https://www.metacritic.com/game/officers/	Q7889	1300020302	
offworld-trading-company	Offworld Trading Company	2016 video game	https://www.metacritic.com/game/offworld-trading-company/	Q7889	1300393093	
ogre-battle-64	Ogre Battle 64: Person of Lordly Caliber	2000 video game	https://www.metacritic.com/game/ogre-battle-64/	Q7889	1300001587	Q14864330
oh-my-godheads	Oh My Godheads	2017 video game	https://www.metacritic.com/game/oh-my-godheads/	Q7889	1300466468	Q14864330
ohsir	Oh...Sir!	2015 video game	https://www.metacritic.com/game/ohsir/	Q7889	1300453959	
ohsir-the-insult-simulator	Oh...Sir! The Insult Simulator	2017 video game	https://www.metacritic.com/game/ohsir-the-insult-simulator/	Q7889	1300459523	Q14864330
oilrush	Oil Rush	2011 video game	https://www.metacritic.com/game/oilrush/	Q7889	1300099421	
ok-ko-lets-play-heroes	OK K.O.! Let's Play Heroes	2018 video game	https://www.metacritic.com/game/ok-ko-lets-play-heroes/	Q7889	1300468573	
okabu	Okabu	2011 video game	https://www.metacritic.com/game/okabu/	Q7889	1300092744	Q14864328
okage-shadow-king	Okage: Shadow King	2001 video game	https://www.metacritic.com/game/okage-shadow-king/	Q7889	1300003410	Q14864330
okami	Okami	2006 video game	https://www.metacritic.com/game/okami/	Q7889	1300020836	Q14864330
okami-hd	Okami HD	2012 video game	https://www.metacritic.com/game/okami-hd/	Q7889	1300146873	Q14864330
okamiden	Okamiden	2011 video game	https://www.metacritic.com/game/okamiden/	Q7889	1300054520	
okhlos	Okhlos	2016 video game	https://www.metacritic.com/game/okhlos/	Q7889	1300454524	
okinawa-rush	Okinawa Rush	2021 video game	https://www.metacritic.com/game/okinawa-rush/	Q7889	1300524058	Q14864330
okunoka	OkunoKA	2018 video game	https://www.metacritic.com/game/okunoka/	Q7889	1300493242	
old-gods-rising	Old Gods Rising	2020 video game	https://www.metacritic.com/game/old-gods-rising/	Q7889	1300500939	
old-mans-journey	Old Man's Journey	2017 video game	https://www.metacritic.com/game/old-mans-journey/	Q7889	1300466748	Q14864328
old-school-musical	Old School Musical	2018 video game	https://www.metacritic.com/game/old-school-musical/	Q7889	1300478750	
old-world	Old World	2021 video game	https://www.metacritic.com/game/old-world/	Q7889	1300515407	
oleg-maddox-presents-pacific-fighters	Oleg Maddox presents: Pacific Fighters	2004 video game	https://www.metacritic.com/game/oleg-maddox-presents-pacific-fighters/	Q7889	1300020594	Q14864330
olija	Olija	2021 video game	https://www.metacritic.com/game/olija/	Q7889	1300489229	
olliolli	OlliOlli	2014 video game	https://www.metacritic.com/game/olliolli/	Q7889	1300237118	Q14864328
olliolli-world	OlliOlli World	2022 video game	https://www.metacritic.com/game/olliolli-world/	Q7889	1300535119	
olliolli-world-void-riders	OlliOlli World: VOID Riders	2022 video game	https://www.metacritic.com/game/olliolli-world-void-riders/	Q7889	1300571468	
olliolli2	OlliOlli2: Welcome to Olliwood	2015 video game	https://www.metacritic.com/game/olliolli2/	Q7889	1300329655	Q14864330
olliolli-switch-stance	OlliOlli: Switch Stance	2019 video game	https://www.metacritic.com/game/olliolli-switch-stance/	Q7889	1300495353	
olympia-soiree	Olympia Soiree	2021 video game	https://www.metacritic.com/game/olympia-soiree/	Q7889	1300490718	Q14864331
olympic-games-tokyo-2020-the-official-video-game	Olympic Games Tokyo 2020: The Official Video Game	2021 video game	https://www.metacritic.com/game/olympic-games-tokyo-2020-the-official-video-game/	Q7889	1300499059	
omega-five	Omega Five	2008 video game	https://www.metacritic.com/game/omega-five/	Q7889	1300033483	
omega-quintet	Omega Quintet	2015 video game	https://www.metacritic.com/game/omega-quintet/	Q7889	1300274645	Q14864330
omen-of-sorrow	Omen of Sorrow	2018 video game	https://www.metacritic.com/game/omen-of-sorrow/	Q7889	1300462951	Q14864330
omensight	Omensight	2018 video game	https://www.metacritic.com/game/omensight/	Q7889	1300480243	Q14864330
omerta-city-of-gangsters	Omerta: City of Gangsters	2013 video game	https://www.metacritic.com/game/omerta-city-of-gangsters/	Q7889	1300136410	Q14864330
omno	OMNO	2021 video game	https://www.metacritic.com/game/omno/	Q7889	1300492930	
on-rusty-trails	On Rusty Trails	2016 video game	https://www.metacritic.com/game/on-rusty-trails/	Q7889	1300455984	
once-upon-a-jester	Once Upon a Jester...	2022 video game	https://www.metacritic.com/game/once-upon-a-jester/	Q7889	1300538824	
once-upon-a-knight	Once Upon a Knight	2003 video game	https://www.metacritic.com/game/once-upon-a-knight/	Q7889	1300004295	Q14864330
one-finger-death-punch-2	One Finger Death Punch 2	2019 video game	https://www.metacritic.com/game/one-finger-death-punch-2/	Q7889	1300483149	
one-line-coloring	One Line Coloring	2020 video game	https://www.metacritic.com/game/one-line-coloring/	Q7889	1300520377	Q14864328
